URL,Question,Answer
https://mapleleafshotstove.com/2024/11/05/toronto-maple-leafs-vs-boston-bruins-game-14-preview-projected-lines-tv-info/,Berube on the reasons for theLeafs‘ success without Matthews in the past:,"I think everyone just digs in more. Different players get different opportunities in situations like this, whether it is more minutes or maybe they are on the power play. They elevate their game. Everybody needs to elevate their game tonight not just because Auston is out of the lineup but because we are playing the Bruins. It is going to be a good, hard game. We need everyone on board tonight."
https://mapleleafshotstove.com/2024/11/05/toronto-maple-leafs-vs-boston-bruins-game-14-preview-projected-lines-tv-info/,Berube on the decision to start Anthony Stolarz in goal:,"It is always a discussion with the goalies and where we are at in the schedule. We have a back-to-back coming up after tonight. I liked his game last time, so I chose to go with him tonight."
https://mapleleafshotstove.com/2024/11/05/toronto-maple-leafs-vs-boston-bruins-game-14-preview-projected-lines-tv-info/,Montgomery on the recent history against the Leafs:,"Every time we play each other, they are great games. They are one-goal games, or there is an empty-netter. I know we have gotten great goaltending. It seems like they are 2-1 or 3-1 games, so they are getting good goaltending. It is physical and honest hockey."
https://mapleleafshotstove.com/2024/11/05/toronto-maple-leafs-vs-boston-bruins-game-14-preview-projected-lines-tv-info/,"Montgomery on adjustments on the penalty kill if the Leafs run a five-forward PP unit, and whether more pressure needs to be applied to the PPQB up top:","Really, you can’t get out of your structure penalty killing just because there are five forwards, but you do have to expect them to be attacking seams from up top, not only down low. It really depends on who it is up top. If it is a guy like Marner, who doesn’t shoot very much, you maybe stay off of him, so you are tighter to the next pass. If it is Matthews, you probably want to get out in that shot lane."
https://mapleleafshotstove.com/2024/02/29/toronto-maple-leafs-vs-arizona-coyotes-preview-projected-lines-tv-broadcast-info-2/,"Especially with the Red Wings refusing to go away in the playoff race and nipping at Toronto’s heels in the divisional playoff race, these are two points theLeafsneed to take care of, and this is a statistic the Leafs should absolutely put an end to tonight:","Wanna read a stat that is so wild it doesn't even seem true? The Maple Leafs haven't gotten a home regulation win against the Coyotes since Oct 17, 2002. Trevor Kidd was in the net.#LeafsForever — MICHAEL DISTEFANO (@mickey_canuck)February 29, 2024"
https://mapleleafshotstove.com/2024/02/29/toronto-maple-leafs-vs-arizona-coyotes-preview-projected-lines-tv-broadcast-info-2/,Max Domi on Sheldon Keefe getting kicked out of the last game by the officials:,"He wants to win just as much as any guy in this room does. He has been driving the ship for this group for the last few years and has done a good job. He has our back and we have his back. As a group, we love seeing him get fired up like that and bring some emotion. We started out great and didn’t finish the way we wanted it to, but Keefer was upset with what was going on, and he had every right to be. We have his back just like he does for us. I loved it."
https://mapleleafshotstove.com/2024/02/29/toronto-maple-leafs-vs-arizona-coyotes-preview-projected-lines-tv-broadcast-info-2/,Domi on the standout attributes of Keefe compared to his many previous coaches in the NHL:,"I have been really lucky, man. I have had some great coaches — Rick Tocchet, Dave Tippett, and Rod Brind’Amour were unbelievable. Luke Richardson might be one of the best human beings in the game of hockey, and obviously, I had Pete DeBoer as well. That was great. Now I get Keefer, who is younger compared to those guys, but it seems like he has been around for a long, long time. I played against him in junior. The one thing that stands out with a guy like Sheldon is that his attention to detail is second to none. He doesn’t miss much. He loves things done a certain way. Until you execute it that way consistently, he is going to keep showing it and trying to drag you that way. That is what you want from a coach. He sets the bar higher and higher every single day. Everyone in here enjoys playing for him. I enjoy playing for him. It has been great."
https://mapleleafshotstove.com/2024/02/29/toronto-maple-leafs-vs-arizona-coyotes-preview-projected-lines-tv-broadcast-info-2/,Domi on where his line with Tyler Bertuzzi and William Nylander can improve defensively to support its offensive contributions:,"I think the best defense is playing good offense, so we’ll keep with that and clean up a few things — maybe a little more communication coming back to our own zone. All three of us can skate and put a lot of back pressure on the opponent. It limits the time they spend in our zone. Closing quickly means we aren’t spending time in our own zone and getting gassed. There are a few things we can clean up, but I think we are heading in the right direction."
https://mapleleafshotstove.com/2024/02/29/toronto-maple-leafs-vs-arizona-coyotes-preview-projected-lines-tv-broadcast-info-2/,Domi on singing happy birthday to Tyler Bertuzzi on Instagram over the weekend:,"Bert and I are so close now. It is one of those things where he hates attention. I just wanted to spotlight him a little bit there. He had such a big day. It was his birthday. Most guys didn’t know it was his birthday until closer to the game because he is not that guy. He doesn’t want that kind of attention, which I respect so much. He is super low-key — just a normal, humble dude. Singing happy birthday on the tarmac on the way to the plane was something where he was in it and he couldn’t shy away from the camera. We had some fun with it."
https://mapleleafshotstove.com/2024/02/29/toronto-maple-leafs-vs-arizona-coyotes-preview-projected-lines-tv-broadcast-info-2/,Auston Matthews on former teammate Alex Kerfoot:,"He is a great, great guy. He was a very popular guy on our team since he got traded. We all love him a lot. It sucks to see guys go, but it is part of the game. He is a great person and someone we all look forward to chatting with after the game. He has been playing really well for them. We are all very happy for him. It’ll be fun to go against him. He can play anywhere in the lineup. Such a smart player. He has speed. You can put him in any situation you need him to play in. The great thing about him is that he was very open to doing that. There was never a bad day for him whether it was on the fourth line, the first line, or somewhere in between. It didn’t really matter to him. He was always going to give his best effort and do what he could to help the team win."
https://mapleleafshotstove.com/2024/02/29/toronto-maple-leafs-vs-arizona-coyotes-preview-projected-lines-tv-broadcast-info-2/,Sheldon Keefe on keeping Morgan Rielly-TJ Brodie together during Timothy Liljegren’s absence:,"You talk through all of the different options that we have. We have six lefties again tonight. We are in a jam right now with Liljegren being out and we can put Timmins in that category as a right shot. Having righties lets things fall into place. When you have the lefties, it jams things up. You look at Brodie’s situation. To me, he played better on the left side of late, but we are in a jam right now. We talked through all of the different options. When you are in a jam like this, you have to fall on what has worked for you over time. [Rielly-Brodie] is not going the best right now, but it has worked well for us. Benoit-McCabe has worked really well for us. Splitting that up, I don’t know if it really helps our cause. Brodie has been better on the left, but he has played more on the right than anybody on our team. When we have no righties in a jam like this, we have to trust and give these guys a chance to go out and play. That is really it. We will monitor it as we go. To help ourselves through this, the guys have to clear their heads, go out, play, and trust themselves. Lagesson has done a good job on the right side for us. McCabe has done a good job on the right side for us. Brodie has done a better job on his offside than anybody in the entire league over the course of his career. At a time when we are in a jam, I think it is important that we trust the guys to go out and get us through this. At the same time, as always, when we have players out of our lineup, the forwards have to really help. We just have to get connected. We have done a good job of it. We have had two pairs of all lefties for quite some time now. We managed it just fine. Let’s not make it a bigger deal than we need to."
https://mapleleafshotstove.com/2024/02/29/toronto-maple-leafs-vs-arizona-coyotes-preview-projected-lines-tv-broadcast-info-2/,Keefe on the excitement about Joseph Woll’s return to the crease:,"It feels great. There is how he played (before the injury), and you also saw how hard he worked to get himself ready, especially in the last three weeks or so. He has been right there, and there is just one last little hurdle for him to get over. You want to get him back in the net. He is an important guy for our team."
https://mapleleafshotstove.com/2024/12/27/toronto-maple-leafs-vs-detroit-red-wings-game-36-preview-projected-lines-tv-info/,Max Pacioretty on the holiday break and the two losses preceding it:,"I got to relax a lot and rest, which I definitely needed. The schedule got a little bit hectic there at the end for our group, and it definitely showed in our game. It was nice to relax and spend time with the family. Now, we’re back at it. It was obvious that everyone needed a little bit of a rest there. Every team deals with it where teams are waiting for you, and it seems like you’ve been traveling every day and playing a lot. It is a good lesson that in those situations, you have to tighten up defensively and maybe hold down the fort a little bit better than we did. But those situations build teams and make teams who they are. We had there days to rest. We are going to play a desperate team that is going to want to impress their new coach and make a bit of a statement. There is going to be a lot of intensity out there tonight."
https://mapleleafshotstove.com/2024/12/27/toronto-maple-leafs-vs-detroit-red-wings-game-36-preview-projected-lines-tv-info/,New Red Wings head coach Todd McLellan on the message to his new team:,"We aren’t coming in here, waving a wand and changing forecheck, neutral zone, d-zone coverages, and power play. We just don’t have time. But what we have asked the players to do is play harder, play faster, and play a little bit smarter. Those are three things we can change without any type of tactics, systematic or structure play. The last thing is that the spirit of the team has to improve. When something like this happens, the spirit is at a low. We are going to work hard to build it back up. We are going to focus a lot more on what is happening from minute one to minute 60. I know there is a history of being in the playoffs, not being in the playoffs, winning streaks and losing streaks. The players have to answer those questions — that is their duty, and they have to do it — but I am asking them to focus on what happens when they put the equipment on, focus on that, and not carry any baggage with them to the rink about where we are in the standings. Let’s play and figure each other out."
https://mapleleafshotstove.com/2024/12/27/toronto-maple-leafs-vs-detroit-red-wings-game-36-preview-projected-lines-tv-info/,Morgan Rielly on the instant impact of a coaching change on a locker room:,"Whenever it happens, as players, you think a lot about why your team is in that situation. I have been there. I would expect that group over there to be competitive and motivated to come out hard. There is always some kind of a response when something like that happens."
https://mapleleafshotstove.com/2024/12/27/toronto-maple-leafs-vs-detroit-red-wings-game-36-preview-projected-lines-tv-info/,Rielly on the team’s two losses without Auston Matthews before the break:,"When he is out, we need other players to take on more responsibility, and I think we can play a more well-rounded game that is a bit more complete. If you look at those games, I don’t think the starts were the best. That’s going to be an area of focus."
https://mapleleafshotstove.com/2024/12/27/toronto-maple-leafs-vs-detroit-red-wings-game-36-preview-projected-lines-tv-info/,Craig Berube on the first game back from the break:,"You get some rest, right? We’ve played a lot of hockey and have had a lot of back-to-backs. We’re starting out again with a back-to-back, but we got to rest and energize. The energy should be good. With three days off, there are timing issues and things like that — execution — so we have to simplify our game tonight, play a pretty simple hockey game, and make sure we are predictable to each other. It is about competing, working hard, and playing hard."
https://mapleleafshotstove.com/2024/12/27/toronto-maple-leafs-vs-detroit-red-wings-game-36-preview-projected-lines-tv-info/,Berube on the areas for improvement coming off of the two losses before the break:,"We always talk offense, offense. We had chances to score in the last couple. It didn’t go in, but it is the other side of the puck that is more concerning for me. We gave up three goals to Winnipeg that were easily corrected, in my opinion. I talk about details, stick details, and the little things we have to be better at. That is the focus here."
https://mapleleafshotstove.com/2024/12/10/toronto-maple-leafs-vs-new-jersey-devils-game-28-preview-projected-lines-tv-info/,Craig Berube on the challenge presented by the Devils:,They have some great players over there with tons of speed and talent. Their power play is number one in the league. They play a good brand of hockey. They do a lot with the puck and make a lot of plays. They have great speed. Very good power play.
https://mapleleafshotstove.com/2024/12/10/toronto-maple-leafs-vs-new-jersey-devils-game-28-preview-projected-lines-tv-info/,Berube on whether there are lessons to be learned from the 4-2 win over the Devils in the second game of the season:,"You always look at how we played against them, what we did well, and things you can take away. But things have changed, too, with their team and our team. Again, we have to check well tonight. We have to take away their speed as best we can and be disciplined."
https://mapleleafshotstove.com/2024/12/10/toronto-maple-leafs-vs-new-jersey-devils-game-28-preview-projected-lines-tv-info/,Berube on the differences and similarities between Mitch Marner and Jack Hughes:,"Jack is the type of guy who attacks with a little bit more speed and is looking to shoot a bit more than Mitch. Mitch is more of a pass-first guy who is looking for people who are open. Jack is an elite playmaker, but he shoots a lot. He gets shots through and to the net."
https://mapleleafshotstove.com/2024/12/10/toronto-maple-leafs-vs-new-jersey-devils-game-28-preview-projected-lines-tv-info/,Berube on the keys to the bottom six providing more offensively:,"Put the puck in the net. They’ve had opportunities. I don’t think it is from a lack of opportunities. They have done a good job of hounding in the offensive zone, being heavy down low, getting pucks to the net, and trying to score greasy goals around the net. That is how they are going to score. They are doing a good job of getting to the net, too. When it goes low-to-high and our D are shooting pucks, they are at the net. They just have to dig in a little more around there, find some loose pucks, and bang them home. It is a simple brand of hockey that they need to play. It is not all about scoring with those guys, either. Their job is to check, be physical, and do all of these other things, too. They are doing a good job of it, but we do need guys to contribute a little bit in the bottom six."
https://mapleleafshotstove.com/2024/12/10/toronto-maple-leafs-vs-new-jersey-devils-game-28-preview-projected-lines-tv-info/,Max Pacioretty on his role on the Matthews-Marner line:,"I feel I can help those guys in the sense of digging up loose pucks for them, getting in on the forecheck, being physical, creating some time and space, and getting to the net so they can kind of play their game and find their lanes. I’ve told a few people that I have a lot more appreciation for some of the guys I played with earlier in my career who did a lot of the dirty work. It is fun being able to change things up a bit and try to help those guys out with a bit of a different role. Hopefully, we can get a bit of chemistry and get hot."
https://mapleleafshotstove.com/2024/12/10/toronto-maple-leafs-vs-new-jersey-devils-game-28-preview-projected-lines-tv-info/,Sheldon Keefe on the challenge presented by the Maple Leafs:,"They have premiere players who are difference-makers. In their team play, they make it hard to get to their net. Their goaltending has been as good as there is in the league. There are a lot of challenges there. We have to lead with our work ethic and our competitiveness, and make sure we are ready to skate and compete at a high level tonight. Hopefully, we hope we can make some differences when the opportunities present themselves."
https://mapleleafshotstove.com/2024/12/10/toronto-maple-leafs-vs-new-jersey-devils-game-28-preview-projected-lines-tv-info/,Keefe on the emotions entering the second matchup of the season vs. his former team:,"Honestly, it feels a little more like just another game on the schedule. We saw them once already. It was so early, fresh, and new on so many levels. Now, in preparing for them, it feels like another team — another great team — on the schedule. We have had number of challenges, whether it is Florida, Carolina, Washington, or teams of that nature. This team is no different in terms of every detail needing to be great tonight."
https://mapleleafshotstove.com/2024/12/10/toronto-maple-leafs-vs-new-jersey-devils-game-28-preview-projected-lines-tv-info/,"Keefe,in an interview with Jonas Siegel, on the Leafs’ defensive play during his time and where the team ultimately fell short:","I look back to my time in Toronto as hard to compute, quite honestly. Because we were one way in the regular season. At times, we scored a lot. At times, (we) didn’t defend nearly well enough; at times, (we) did. I think we don’t get enough credit for defending like we did. And then we get into the playoffs and I don’t think defending was ever really an issue. We couldn’t score. That part of it is difficult. But it’s just a reminder for me of how hard we need to push to be able to learn to score in different ways in the regular season (with the Devils). So no matter what we approach in the playoffs, we can deal with it. But yeah, that was one of the things. We talk a lot in Toronto about trying to be better defensively. I don’t think that’s ever why we lost in the playoffs. You look back at all these Game 7s and all these series that we could have won before getting to Game 7, the number of opportunities we have to score goals or not being able to generate enough. That’s the big reason why we lost. And that doesn’t necessarily jive with the perception of the team, say, in the regular season. … You look back, you watch that Boston series (in 2024), we played very well defensively. We played very hard. We were right there, even with no Auston or no Willy. Even (Bobby) McMann was a big loss for us. I thought we were right there, could have won that series. This Montreal series that we lost (in 2021). I look back at that and I remember going back through it. We lost two games in overtime when we had them facing elimination. We had 15 two-on-ones in that series, and 11 of them came in our four losses, and we scored on zero. So it’s like, we score on a couple of those, the series is over, and then who knows what happens from there. But it’s little things like that. We gotta be able to come through in big moments and condition yourself to do so. Clearly, I didn’t do a good enough job of that. But I do think our group pulled together and defended hard when we needed to. There were certainly times when we didn’t do it enough in the regular season. But there are also times when we did it extremely well, and we made a lot of gains in that area. Sometimes, we dealt with a lot of stuff on the back end. We dealt with some stuff in goal that affected us."
https://mapleleafshotstove.com/2024/12/10/toronto-maple-leafs-vs-new-jersey-devils-game-28-preview-projected-lines-tv-info/,Keefe on the comment from MLSE CEO Keith Pelley that the “chemistry wasn’t quite right” between Keefe and management:,"I’ve never had a real conversation with Keith Pelley before, so I don’t know what that is. I spent hours and hours with (Brad). I was surprised that I was back (as Leafs coach) a year ago. … Probably nobody in the organization there knows me better than Brendan Shanahan, who worked so closely with me and with everything from “Blueprint” or the Amazon show, has probably watched hundreds of hours behind the scenes of me working, and probably knows me better than anybody in hockey; (he) decided to keep me around."
https://mapleleafshotstove.com/2024/03/20/toronto-maple-leafs-vs-washington-capitals-preview-projected-lines-tv-broadcast-info/,Sheldon Keefe on scratching TJ Brodie:,"We just think it is an opportunity for us to give him a little bit of time off and lighten the workload a little bit. He has taken on a lot for us. Brods knows he hasn’t been at his best this season for most of the season, and yet he has taken on a lot for us. We have been through a lot with our defense, in particular, throughout the season, and he has consistently been there each night taking on most of the hardest matchups every single night. It has been a lot. It is a chance for us to give him a night off and also get Timmins back involved. Lyubushkin is not on the trip and is still not available."
https://mapleleafshotstove.com/2024/03/20/toronto-maple-leafs-vs-washington-capitals-preview-projected-lines-tv-broadcast-info/,Keefe on the challenge presented by the surging Capitals:,"They have been a resilient group. They have found ways to win and found ways, if it is slipping away, to bring it back. It is a credit to Spencer (Carbery) and his coaching staff as well as the players for how they have bought in. They are a really good mix of a team right now. They have really solid veterans who have won before. They have young guys who have taken steps and taken advantage of their opportunities. They have gotten terrific goaltending. All of those things have come together. They are playing loose and free and doing what they can to get into the playoffs. They will be a hungry team again tonight."
https://mapleleafshotstove.com/2024/03/20/toronto-maple-leafs-vs-washington-capitals-preview-projected-lines-tv-broadcast-info/,Capitals head coach — and formerLeafsassistant coach — Spencer Carberyon Auston Matthews’ huge goal-scoring season:,He has been outstanding all year. I heard Sheldon talk about it a little earlier this year — and I can see it — regarding health. He looks like he is 100% healthy ripping the puck. I worked with him a lot on the power play. His one-timer now from the dot — where Leon Draisaitl hits it a lot — looks as good as I have ever seen it in the years I spent with him. He is a threat over there as a one-timer. He is now feeling like that 60-goal year where he is stepping into areas off of the rush where he is just pulling and snapping it and it is coming off hot. 70 is not out of reach for him.
https://mapleleafshotstove.com/2024/03/20/toronto-maple-leafs-vs-washington-capitals-preview-projected-lines-tv-broadcast-info/,Carbery on the keys to keeping Matthews quiet:,"With the shot, similar to Bedard, off the rush, you really have to be careful with your gaps and make sure he is not getting you backed into the top of the circles and closer. That’s where, even if you are in front of him, if he gets into that area, look out. He can pull it through your triangle and shoot through your feet. The thing I think that he does better than anybody in the world is his ability to win 50-50 pucks, pull them off the yellow, take contact, and spin-off. It is as good as I have ever seen. That’s what separates him, having that body and strength on the puck. He will go into confrontation for a 50-50 puck, and — because he is so smart, strong, and quick — he comes out with those pucks 80% of the time, whether it is a forecheck puck or an o-zone spray. Our D need to do a really good job, when they close on him, of being heavy on their stick. You have to use your body control so that he is not spinning off of you. If he gets five, six or 10 of those pucks tonight in the offensive zone, they usually turn into scoring chances and trouble for you defensively."
https://mapleleafshotstove.com/2024/03/20/toronto-maple-leafs-vs-washington-capitals-preview-projected-lines-tv-broadcast-info/,Carbery on what former Capital Joel Edmundson will bring to theMaple Leafs:,"I think he is a great addition to their team not only with what he does on the ice — from a physical standpoint, he defends so well and is hard at the net front — but also from a leadership standpoint. His teammates really, really like him. He is a calming presence. He is not boisterous and loud or the most vocal guy in the room, but he has a real calming presence to him. I think guys really appreciate and respect that about him. He has won a Stanley Cup, and you can see why a guy like that has had so much success and been on a lot of good teams in his career."
https://mapleleafshotstove.com/2024/03/20/toronto-maple-leafs-vs-washington-capitals-preview-projected-lines-tv-broadcast-info/,Carbery on Alex Ovechkin’s recent play (12 goals in 20 games since the All-Star break):,"Pucks are going in the net for him. He has done a really nice job on the power play. We have integrated some changes with him moving around a little bit more frequently. Post All-Star break, it is almost like he smells that these are the most important games of the year. His competitiveness and what he is doing inside of his game — his level of detail away from the puck, his leadership on the bench/locker room — is more engaged. He is trying to get guys to do the right things and make winning plays. You can tell he has been through this a long time — 19 years now — and this time of year is his time to shine. He really, really wants to get his game to a higher level and also our entire group’s as our captain."
https://mapleleafshotstove.com/2024/03/20/toronto-maple-leafs-vs-washington-capitals-preview-projected-lines-tv-broadcast-info/,"Carbery on goaltender Charlie Lindgren’s recent 5-1-0 run (.956 save percentage, one shutout):","It is a little bit reminiscent of the beginning of the year. He is just in the zone right now. His consistently starting games has helped as well. With us giving him the ball and him playing game after game, it feels like he is in a good rhythm and has a ton of confidence. The guys have a ton of confidence in him. He is in a really good spot."
https://mapleleafshotstove.com/2024/03/20/toronto-maple-leafs-vs-washington-capitals-preview-projected-lines-tv-broadcast-info/,Alex Ovechkin on Matthews’ pursuit of 70 goals:,It is great. I am happy for him. I hope he gets 70. You never know. He is a special player. It is fun to watch. The fans love it. He is going to make history as a guy to score 70. It is fun to watch.
https://mapleleafshotstove.com/2024/03/20/toronto-maple-leafs-vs-washington-capitals-preview-projected-lines-tv-broadcast-info/,Ovechkin on the keys to shutting Matthews down:,"I don’t think I am going to play against him, to be honest with you."
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,"Stolarz is one of five players making their officialLeafsdebuts tonight, joining Chris Tanev, Oliver Ekman-Larsson, Steven Lorentz, and Max Pacioretty. After a summer in which the blue line was Brad Treliving’s primary focus, just two of theLeafs‘ six defensemen from last season’s season opener will dress tonight:","Maple Leafs opening night lineup last season vs. this season: 🤔💙 LAST YEAR: Bertuzzi -Matthews – MarnerDomi – Tavares – NylanderKnies – Minten – JarnkrokGregor – Kampf – Reaves Rielly – BrodieMcCabe – KlingbergGiordano – Liljegren SamsonovWoll ——— THIS YEAR:…pic.twitter.com/XsojvAPbek — Leafslatest (@Leafslatest)October 9, 2024"
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Steven Lorentz ahead of his first official game as a Maple Leaf:,"It’s game day, baby. New season. Very exciting, especially to be wearing these colours. There are a lot of emotions. I am excited to get it going tonight."
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Craig Berube on his confidence in Anthony Stolarz:,I thought he had a solid game in Detroit and even before that in practices. He is a big guy who takes up a lot of net. He looks very confident to me in the net right now.
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Lorentz on former Panthers teammate and now-Leafs teammate Anthony Stolarz taking the first start of the season:,"He is always ready when called on. He has done it his whole career. I have the most confidence in him. Going back to last season, it doesn’t matter who was between the pipes. You knew he was going to bring it. I think our group has already seen the flashes of it in the preseason with some of the big saves he has made. Those are a little more flashy; he is usually just calm and collected in the net. Whether it is Woller or [Hildeby] in net, we have great depth in the system. They are all big guys who take up a lot of net. It is pretty intimidating to be a shooter against those guys. It will be a good test for [Stolarz], but I know he is up for it."
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Max Pacioretty on Anthony Stolarz:,"Really, really, really good goalie. I don’t think I scored a single goal on him in the first four or five practices. It was starting to get me pretty upset. He is massive in there. He is really big and takes up a lot of net. It is easy to say he is big, but sometimes, big goalies have holes, whether it is a hole down by their feet or whatnot. He is just a very big presence in the net, and it is hard to see any net when he is in there. In the first four or five days, it was like, “Am I going to score a goal on this guy in practice all year?” It is why teams want to draft big goalies and why a lot of the top goalies are big. He is athletic. He is a special player."
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Berube on the team’s confidence in Dennis Hildeby in the fill-in backup role:,"He had a good camp and played a really good, strong game in preseason. He is young, and I didn’t know him before I got here, but he looks really comfortable, calm, and cool in the net. He is a big goalie who takes up a lot of net."
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Berube on Max Pacioretty earning a contract and a spot in the opening-night lineup:,"We weren’t sure, with the injuries he has had in the last few years. It has been hard on him. To me, he looked better and better as camp went on along, getting his feet under him. We like his ability to score goals, number one. Number two, he is a big, strong guy who can hang onto pucks in the offensive zone. He is a veteran player who is responsible."
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Pacioretty on the feeling of entering his old stomping grounds in Montreal:,"I don’t think too much about that anymore. I am just grateful to be here playing this game. I know it is a big storyline — I have been asked about it a lot — and I have a lot of friends here who work in the building. But truthfully, I am at the stage in my career where I am just thankful to be here, and I take every day as a blessing."
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Pacioretty on how he can help the Leafs get over the hump at this stage in his career:,"I haven’t won, and they haven’t won. We are all trying to achieve the same thing together. They have a ton of skill in here. Being able to play different roles in the lineup is going to be important for me and the team, whether it is to bring some physicality or help out some young guys. I took on a role like that last year, and it was new for me to play down the lineup and help out some young guys. I think our line last year helped get the [Capitals] to the playoffs. It is a bit of a different situation than you’re used to compared to when you are 22 years old scoring at the Bell Centre and feeling like you are the man, but at the same time, you have to take less to help the team. I am at that stage in my career where there are different opportunities to help the team win games. I am looking forward to it."
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Pacioretty on his personal goals for the 2024-25 season:,"I want to win. Personally, I have a lot to prove that I can help a team. There are different ways you can help a team win. We have some of the best offensive players in the world here. People wondered, “Why are you going there,” but there is a good team with a chance to win. Sometimes, you have to take less to win. That is the situation I am in right now. I am not just here to score goals or do some of the things I have done in the past. I am in a different stage of my career now. Looking forward to it."
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Simon Benoit on his first-ever opening-day game in the NHL:,"This is pretty special. It is my fourth year in the NHL, but it is my first opening night. I am pretty pumped about it. I worked hard for this. I am excited about tonight, especially knowing it is Montreal in front of family. It’s cool."
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Benoit on the number of tickets he purchased for friends and family:,I think I am playing for free tonight.
https://mapleleafshotstove.com/2024/10/09/toronto-maple-leafs-vs-montreal-canadiens-game-1-projected-lines-tv-info/,Martin St. Louis on his goaltending situation entering the new season:,"Sam (Montembeault), in the last few years, has separated himself a little bit. To the point where I am going to say he is going to be the number one all season? I can’t say that, but I would say that he is getting the first game. On a back-to-back, you are going to see both, and then we are going to manage the schedule based on their performance. Both goaltenders (Montembeault and Primeau) progressed very well. I expect the same. I am not going to sit here and say Monty is going to be the number one all season, but I think he has an opportunity to do that. We are very confident in that position based on what we saw last year. If we can [tighten] things up in front of them, it is going to be easier for them to continue progressing."
https://mapleleafshotstove.com/2024/03/02/toronto-maple-leafs-vs-new-york-rangers-preview-projected-lines-tv-broadcast-info-2/,Ilya Lyubushkin on his excitement about a return to Toronto:,It’s easy for me to join this team. I know this organization. I know my teammates. It is unbelievable.
https://mapleleafshotstove.com/2024/03/02/toronto-maple-leafs-vs-new-york-rangers-preview-projected-lines-tv-broadcast-info-2/,Lyubushkin on an opportunity to return to the playoffs:,It is the best part of hockey life. No words.
https://mapleleafshotstove.com/2024/03/02/toronto-maple-leafs-vs-new-york-rangers-preview-projected-lines-tv-broadcast-info-2/,Bobby McMann on his conversation with Lyubushkin about their fight earlier this season:,"I told him he is a good fighter. He said, “No, no.” I told him he is pretty strong and knows how to do it. He was pretty modest in saying no. I am happy to have him on this side of it and not do that again."
https://mapleleafshotstove.com/2024/03/02/toronto-maple-leafs-vs-new-york-rangers-preview-projected-lines-tv-broadcast-info-2/,Ryan Reaves on whether he might square off with Matt Rempe and the challenge of fighting a 6’7 combatant:,"I don’t have the game script, but you never know. You can’t get strung out by him, that’s for sure. You have to try to stay a little bit inside or you are not going to be able to reach him. I have long arms, but not 6’7 long. It is definitely different from [O’Brien vs. Arizona], but not anything I’ve never dealt with."
https://mapleleafshotstove.com/2024/03/02/toronto-maple-leafs-vs-new-york-rangers-preview-projected-lines-tv-broadcast-info-2/,Reaves on the anticipation of knowing a fight might happen:,"It’s every game. Especially when I was younger, it was every game. Every team had somebody. It wasn’t anything different. I don’t go into any game thinking I am fighting for sure, but when there is someone who is a taker on the other side who is probably hungry for it, you are aware of it, but you have a game to play, too."
https://mapleleafshotstove.com/2024/03/02/toronto-maple-leafs-vs-new-york-rangers-preview-projected-lines-tv-broadcast-info-2/,Sheldon Keefe on what he likes about the Morgan Rielly – Ilya Lyubushkin pairing based on their history together:,"They just seemed to complement each other well. Lyubushkin himself — at that time — brought a lot to our team in terms of physicality and competitiveness, making it hard to enter our zone and hard to be around our net. It was something that we really needed at that time. You still need it. We have improved in that area with our team mindset as well as some of our personnel — McCabe and Benoit — and Lyubushkin will add to that. He seemed to complement Morgan well and bring out the best in him. Part of it is what Lyubushkin brings and part of it is how it impacts the rest of the group and enhances everybody else, especially when you couple that with Liljegren coming back. Now you get Rielly a partner he has played well with and it’s a good place to start with Lyubushkin coming in with some familiarity. We get Brodie on the left side, too. Just that one move is able to snap some things into place for us. We like the look of it. We will monitor it."
